time, mean_OMTO3d_003_ColumnAmountO3
2007-04-27,343.188202
2007-04-28,344.223816
2007-04-29,338.696991
2007-04-30,335.957794
2007-05-01,335.110321
2007-05-02,399.880951
2007-05-03,353.621002
2007-05-04,358.384064
2007-05-05,354.28653
2007-05-06,348.704681
2007-05-07,344.954529
2007-05-08,344.948364
2007-05-09,343.527222
2007-05-10,338.049927
2007-05-11,332.019165
2007-05-12,333.172333
2007-05-13,335.08194
2007-05-14,329.91568
2007-05-15,329.869385
2007-05-16,334.635162
2007-05-17,337.271332
2007-05-18,338.850372
2007-05-19,338.464569
2007-05-20,340.039124
2007-05-21,342.279999
2007-05-22,339.443726
2007-05-23,338.70105
2007-05-24,337.572754
2007-05-25,334.997131
2007-05-26,331.077576
2007-05-27,332.138794
2007-05-28,334.041901
2007-05-29,333.989777
2007-05-30,331.682739
2007-05-31,329.004211
2007-06-01,326.00647
2007-06-02,327.12381
2007-06-03,383.222778
2007-06-04,326.893219
2007-06-05,334.078003
2007-06-06,335.132019
2007-06-07,332.662964
2007-06-08,331.568359
2007-06-09,327.105225
2007-06-10,325.141205
2007-06-11,327.116821
2007-06-12,323.962769
2007-06-13,319.854736
2007-06-14,318.277344
2007-06-15,316.489563
2007-06-16,316.299561
2007-06-17,315.981812
2007-06-18,313.602386
2007-06-19,310.921234
2007-06-20,309.71463
2007-06-21,313.27179
2007-06-22,312.96521
2007-06-23,314.461365
2007-06-24,317.385254
2007-06-25,318.904022
2007-06-26,317.930115
2007-06-27,311.013702
2007-06-28,306.893219
2007-06-29,308.048584
2007-06-30,310.541229
2007-07-01,307.231323
2007-07-02,307.841797
2007-07-03,307.008972
2007-07-04,307.665283
2007-07-05,346.682007
2007-07-06,309.974915
2007-07-07,306.798004
2007-07-08,305.16571
2007-07-09,305.698944
2007-07-10,308.438202
2007-07-11,311.446289
2007-07-12,310.372314
2007-07-13,310.351288
2007-07-14,311.08493
2007-07-15,309.996796
2007-07-16,308.659363
2007-07-17,305.809631
2007-07-18,307.773407
2007-07-19,306.396149
2007-07-20,305.787903
2007-07-21,307.126038
2007-07-22,306.732574
2007-07-23,304.657837
2007-07-24,302.932251
2007-07-25,301.755127
2007-07-26,301.047821
2007-07-27,298.596588
2007-07-28,299.647247
2007-07-29,300.090057
2007-07-30,299.901611
2007-07-31,299.080353
2007-08-01,296.348541
2007-08-02,296.183655
2007-08-03,295.713348
2007-08-04,295.663391
2007-08-05,297.662506
2007-08-06,297.974579
2007-08-07,297.217896
2007-08-08,297.470154
2007-08-09,298.138641
2007-08-10,296.527222
2007-08-11,294.403015
2007-08-12,292.445038
2007-08-13,292.937683
2007-08-14,295.040039
2007-08-15,296.287872
2007-08-16,293.831573
2007-08-17,292.006256
2007-08-18,292.629425
2007-08-19,292.479919
2007-08-20,291.510437
2007-08-21,292.492096
2007-08-22,294.670044
2007-08-23,295.499725
2007-08-24,293.134125
2007-08-25,291.712952
2007-08-26,297.160278
2007-08-27,298.879456
2007-08-28,292.724762
2007-08-29,287.58252
2007-08-30,286.600922
2007-08-31,288.706879
2007-09-01,288.332092
2007-09-02,286.409149
2007-09-03,287.394501
2007-09-04,290.216797
2007-09-05,287.753693
2007-09-06,285.573853
2007-09-07,334.045959
2007-09-08,291.137848
2007-09-09,293.146729
2007-09-10,289.545746
2007-09-11,287.441254
2007-09-12,291.467377
2007-09-13,293.8172
2007-09-14,293.958099
2007-09-15,292.578735
2007-09-16,292.120972
2007-09-17,290.860443
2007-09-18,289.186707
2007-09-19,293.390686
2007-09-20,289.221649
2007-09-21,282.744904
2007-09-22,281.048645
2007-09-23,278.548401
2007-09-24,281.887573
2007-09-25,287.950134
2007-09-26,288.154816
2007-09-27,285.096954
2007-09-28,289.585968
2007-09-29,286.921143
2007-09-30,282.071564
2007-10-01,281.917572
2007-10-02,281.074677
2007-10-03,282.495697
2007-10-04,282.649536
2007-10-05,287.014069
2007-10-06,287.280823
2007-10-07,282.346832
2007-10-08,277.187103
2007-10-09,296.319183
2007-10-10,277.320129
2007-10-11,280.246399
2007-10-12,286.783936
2007-10-13,289.092438
2007-10-14,286.800293
2007-10-15,283.292572
2007-10-16,281.293182
2007-10-17,279.674805
2007-10-18,274.314178
2007-10-19,272.172852
2007-10-20,278.5177
2007-10-21,282.245544
2007-10-22,278.834229
2007-10-23,272.56601
2007-10-24,268.991455
2007-10-25,267.750122
2007-10-26,273.218536
2007-10-27,273.662231
2007-10-28,272.926666
2007-10-29,273.254791
2007-10-30,276.267639
2007-10-31,279.154602
2007-11-01,280.486816
2007-11-02,285.905731
2007-11-03,286.245453
2007-11-04,286.744873
2007-11-05,286.189453
2007-11-06,285.829437
2007-11-07,285.44104
2007-11-08,287.082458
2007-11-09,285.233124
2007-11-10,373.774567
2007-11-11,283.822998
2007-11-12,281.89325
2007-11-13,280.48465
2007-11-14,281.965881
2007-11-15,284.04184
2007-11-16,283.392517
2007-11-17,278.186218
2007-11-18,272.455109
2007-11-19,269.401245
2007-11-20,271.116913
2007-11-21,281.920044
2007-11-22,289.547821
2007-11-23,295.309204
2007-11-24,287.503143
2007-11-25,281.582611
2007-11-26,284.754303
2007-11-27,288.513672
2007-11-28,284.000458
2007-11-29,289.8237
2007-11-30,287.572601
2007-12-01,288.616821
2007-12-02,287.471863
2007-12-03,291.491699
2007-12-04,295.210175
2007-12-05,297.611694
2007-12-06,294.868408
2007-12-07,294.141602
2007-12-08,291.302948
2007-12-09,281.399689
2007-12-10,275.506927
2007-12-11,274.574615
2007-12-12,362.952393
2007-12-13,297.029327
2007-12-14,303.358276
2007-12-15,304.448212
2007-12-16,307.060486
2007-12-17,312.214325
2007-12-18,314.98877
2007-12-19,391.891235
2007-12-20,322.244904
2007-12-21,316.549316
2007-12-22,309.717316
2007-12-23,304.784241
2007-12-24,310.166534
2007-12-25,316.186523
2007-12-26,332.987244
2007-12-27,341.913513
2007-12-28,336.026764
2007-12-29,324.945435
2007-12-30,322.987
2007-12-31,328.714813
2008-01-01,324.856995
2008-01-02,323.508514
2008-01-03,305.367981
2008-01-04,290.668915
2008-01-05,297.045776
2008-01-06,305.969849
2008-01-07,307.959198
2008-01-08,304.916687
2008-01-09,307.155426
2008-01-10,315.327026
2008-01-11,324.549561
2008-01-12,326.166168
2008-01-13,444.54303
2008-01-14,327.012634
2008-01-15,334.978058
2008-01-16,335.931458
2008-01-17,329.439148
2008-01-18,329.169434
2008-01-19,329.059174
2008-01-20,333.331573
2008-01-21,332.409241
2008-01-22,331.407318
2008-01-23,332.82016
2008-01-24,322.709869
2008-01-25,325.460876
2008-01-26,335.108154
2008-01-27,333.264252
2008-01-28,336.233459
2008-01-29,337.379669
2008-01-30,342.919067
2008-01-31,340.082275
2008-02-01,338.811096
2008-02-02,331.712646
2008-02-03,330.943481
2008-02-04,328.232758
2008-02-05,317.624298
2008-02-06,325.716309
2008-02-07,326.141937
2008-02-08,326.587524
2008-02-09,323.415253
2008-02-10,332.825165
2008-02-11,335.555389
2008-02-12,338.07428
2008-02-13,339.790802
2008-02-14,411.731598
2008-02-15,345.224579
2008-02-16,340.789429
2008-02-17,347.742645
2008-02-18,354.058716
2008-02-19,345.326324
2008-02-20,342.946289
2008-02-21,334.549957
2008-02-22,336.206604
2008-02-23,340.414642
2008-02-24,344.700745
2008-02-25,342.556885
2008-02-26,341.407623
2008-02-27,343.976715
2008-02-28,338.536835
2008-02-29,338.781189
2008-03-01,345.122101
2008-03-02,335.3396
2008-03-03,330.497314
2008-03-04,333.918182
